ID COUNT SEX RIGHT LEFT
1	1	1	6	8
2	2	2	10	12
3	1	2	6	7
4	2	1	9	11
5	1	1	7	7
6	2	2	10	10
7	1	2	6	5
8	2	1	14	12
9	1	1	4	9
10	2	2	10	9
11	1	2	14	14
12	2	1	10	10
13	1	1	11	11
14	2	2	11	10
15	1	2	9	10
16	2	1	10	8
17	1	1	8	10
18	2	2	8	12
19	1	2	7	10
20	2	1	9	9
21	1	1	7	9
22	2	2	11	11
23	1	2	7	8
24	2	1	8	7
25	1	1	3	7
26	2	2	7	8
27	1	2	9	10
28	2	1	10	11
29	1	1	8	10
30	2	2	12	11
31	1	2	7	8
32	2	1	8	11
33	1	1	7	10
34	2	2	10	11
35	1	2	5	10
36	2	1	11	12
37	1	1	10	9
38	2	2	9	9
39	1	2	4	8
40	2	1	12	22
